taxon	rank	trait_id	trait_name	mean_value	unit	sd	n	origin
Hydrocharitaceae	family	3106	Plant height vegetative	NA	m	NA	0	arctic mean
Hydrocharitaceae	family	26	Seed dry mass	NA	mg	NA	0	arctic mean
Hydrocharitaceae	family	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	arctic mean
Celastraceae	family	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	NA	mm^2	NA	0	arctic mean
Celastraceae	family	14	Leaf nitrogen (N) content per leaf dry mass	19.8	mg/g	NA	1	arctic mean
Celastraceae	family	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	NA	mm^2/mg	NA	0	arctic mean
Celastraceae	family	3106	Plant height vegetative	NA	m	NA	0	arctic mean
Celastraceae	family	26	Seed dry mass	NA	mg	NA	0	arctic mean
Celastraceae	family	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	arctic mean
Athyriaceae	family	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	NA	mm^2	NA	0	arctic mean
Athyriaceae	family	14	Leaf nitrogen (N) content per leaf dry mass	NA	mg/g	NA	0	arctic mean
Athyriaceae	family	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	NA	mm^2/mg	NA	0	arctic mean
Athyriaceae	family	3106	Plant height vegetative	NA	m	NA	0	arctic mean
Athyriaceae	family	26	Seed dry mass	NA	mg	NA	0	arctic mean
Athyriaceae	family	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	arctic mean
Gramineae	family	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	NA	mm^2	NA	0	arctic mean
Gramineae	family	14	Leaf nitrogen (N) content per leaf dry mass	NA	mg/g	NA	0	arctic mean
Gramineae	family	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	NA	mm^2/mg	NA	0	arctic mean
Gramineae	family	3106	Plant height vegetative	NA	m	NA	0	arctic mean
Gramineae	family	26	Seed dry mass	NA	mg	NA	0	arctic mean
Gramineae	family	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	arctic mean
Elaeagnaceae	family	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	NA	mm^2	NA	0	arctic mean
Elaeagnaceae	family	14	Leaf nitrogen (N) content per leaf dry mass	NA	mg/g	NA	0	arctic mean
Elaeagnaceae	family	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	NA	mm^2/mg	NA	0	arctic mean
Elaeagnaceae	family	3106	Plant height vegetative	NA	m	NA	0	arctic mean
Elaeagnaceae	family	26	Seed dry mass	NA	mg	NA	0	arctic mean
Elaeagnaceae	family	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	arctic mean
Geraniaceae	family	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	4197.5	mm^2	NA	1	arctic mean
Geraniaceae	family	14	Leaf nitrogen (N) content per leaf dry mass	22.17083071	mg/g	9.407927425	13	arctic mean
Geraniaceae	family	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	24.0419758	mm^2/mg	4.839404582	2	arctic mean
Geraniaceae	family	3106	Plant height vegetative	0.17105	m	0.111652161	2	arctic mean
Geraniaceae	family	26	Seed dry mass	5.5925	mg	0.703571247	2	arctic mean
Geraniaceae	family	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	arctic mean
Liliaceae	family	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	NA	mm^2	NA	0	arctic mean
Liliaceae	family	14	Leaf nitrogen (N) content per leaf dry mass	NA	mg/g	NA	0	arctic mean
Liliaceae	family	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	NA	mm^2/mg	NA	0	arctic mean
Liliaceae	family	3106	Plant height vegetative	NA	m	NA	0	arctic mean
Liliaceae	family	26	Seed dry mass	NA	mg	NA	0	arctic mean
Liliaceae	family	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	arctic mean
Rhamnaceae	family	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	NA	mm^2	NA	0	arctic mean
Rhamnaceae	family	14	Leaf nitrogen (N) content per leaf dry mass	NA	mg/g	NA	0	arctic mean
Rhamnaceae	family	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	NA	mm^2/mg	NA	0	arctic mean
Rhamnaceae	family	3106	Plant height vegetative	NA	m	NA	0	arctic mean
Rhamnaceae	family	26	Seed dry mass	NA	mg	NA	0	arctic mean
Rhamnaceae	family	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	arctic mean
Cornaceae	family	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	361.3	mm^2	NA	1	arctic mean
Cornaceae	family	14	Leaf nitrogen (N) content per leaf dry mass	15.8871887	mg/g	8.665360686	9	arctic mean
Cornaceae	family	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	27.91584094	mm^2/mg	NA	1	arctic mean
Cornaceae	family	3106	Plant height vegetative	0.1	m	NA	1	arctic mean
Cornaceae	family	26	Seed dry mass	NA	mg	NA	0	arctic mean
Cornaceae	family	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	arctic mean
Boraginaceae	family	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	NA	mm^2	NA	0	arctic mean
Boraginaceae	family	14	Leaf nitrogen (N) content per leaf dry mass	NA	mg/g	NA	0	arctic mean
Boraginaceae	family	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	NA	mm^2/mg	NA	0	arctic mean
Boraginaceae	family	3106	Plant height vegetative	NA	m	NA	0	arctic mean
Boraginaceae	family	26	Seed dry mass	NA	mg	NA	0	arctic mean
Boraginaceae	family	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	arctic mean
Gentianaceae	family	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	NA	mm^2	NA	0	arctic mean
Gentianaceae	family	14	Leaf nitrogen (N) content per leaf dry mass	NA	mg/g	NA	0	arctic mean
Gentianaceae	family	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	42.72	mm^2/mg	NA	1	arctic mean
Gentianaceae	family	3106	Plant height vegetative	NA	m	NA	0	arctic mean
Gentianaceae	family	26	Seed dry mass	NA	mg	NA	0	arctic mean
Gentianaceae	family	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	arctic mean
Primulaceae	family	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	189.3888889	mm^2	101.7181855	3	arctic mean
Primulaceae	family	14	Leaf nitrogen (N) content per leaf dry mass	17.41404085	mg/g	6.824408632	17	arctic mean
Primulaceae	family	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	38.77191775	mm^2/mg	11.02199104	4	arctic mean
Primulaceae	family	3106	Plant height vegetative	0.036	m	NA	1	arctic mean
Primulaceae	family	26	Seed dry mass	NA	mg	NA	0	arctic mean
Primulaceae	family	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	arctic mean
Tofieldiaceae	family	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	NA	mm^2	NA	0	arctic mean
Tofieldiaceae	family	14	Leaf nitrogen (N) content per leaf dry mass	15.1	mg/g	1.845576833	14	arctic mean
Tofieldiaceae	family	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	17.96	mm^2/mg	NA	1	arctic mean
Tofieldiaceae	family	3106	Plant height vegetative	0.0344	m	NA	1	arctic mean
Tofieldiaceae	family	26	Seed dry mass	NA	mg	NA	0	arctic mean
Tofieldiaceae	family	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	arctic mean
Droseraceae	family	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	NA	mm^2	NA	0	arctic mean
Droseraceae	family	14	Leaf nitrogen (N) content per leaf dry mass	12.00185633	mg/g	0.001237552	4	arctic mean
Droseraceae	family	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	NA	mm^2/mg	NA	0	arctic mean
Droseraceae	family	3106	Plant height vegetative	0.05	m	NA	1	arctic mean
Droseraceae	family	26	Seed dry mass	NA	mg	NA	0	arctic mean
Droseraceae	family	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	arctic mean
Cannabaceae	family	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	NA	mm^2	NA	0	arctic mean
Cannabaceae	family	14	Leaf nitrogen (N) content per leaf dry mass	NA	mg/g	NA	0	arctic mean
Cannabaceae	family	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	NA	mm^2/mg	NA	0	arctic mean
Cannabaceae	family	3106	Plant height vegetative	NA	m	NA	0	arctic mean
Cannabaceae	family	26	Seed dry mass	NA	mg	NA	0	arctic mean
Cannabaceae	family	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	arctic mean
Pteridaceae	family	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	NA	mm^2	NA	0	arctic mean
Pteridaceae	family	14	Leaf nitrogen (N) content per leaf dry mass	NA	mg/g	NA	0	arctic mean
Pteridaceae	family	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	NA	mm^2/mg	NA	0	arctic mean
Pteridaceae	family	3106	Plant height vegetative	NA	m	NA	0	arctic mean
Pteridaceae	family	26	Seed dry mass	NA	mg	NA	0	arctic mean
Pteridaceae	family	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	arctic mean
Grimmiaceae	family	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	NA	mm^2	NA	0	arctic mean
Grimmiaceae	family	14	Leaf nitrogen (N) content per leaf dry mass	NA	mg/g	NA	0	arctic mean
Grimmiaceae	family	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	NA	mm^2/mg	NA	0	arctic mean
Grimmiaceae	family	3106	Plant height vegetative	NA	m	NA	0	arctic mean
Grimmiaceae	family	26	Seed dry mass	NA	mg	NA	0	arctic mean
Grimmiaceae	family	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	arctic mean
Leguminosae	family	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	NA	mm^2	NA	0	arctic mean
Leguminosae	family	14	Leaf nitrogen (N) content per leaf dry mass	NA	mg/g	NA	0	arctic mean
Leguminosae	family	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	NA	mm^2/mg	NA	0	arctic mean
Leguminosae	family	3106	Plant height vegetative	NA	m	NA	0	arctic mean
Leguminosae	family	26	Seed dry mass	NA	mg	NA	0	arctic mean
Leguminosae	family	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	arctic mean
Picea	genus	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	NA	mm^2	NA	0	arctic mean
Picea	genus	14	Leaf nitrogen (N) content per leaf dry mass	8.732376873	mg/g	2.748352054	15	arctic mean
Picea	genus	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	NA	mm^2/mg	NA	0	arctic mean
Picea	genus	3106	Plant height vegetative	NA	m	NA	0	arctic mean
Picea	genus	26	Seed dry mass	NA	mg	NA	0	arctic mean
Picea	genus	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	arctic mean
Larix	genus	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	NA	mm^2	NA	0	arctic mean
Larix	genus	14	Leaf nitrogen (N) content per leaf dry mass	13.55	mg/g	12.51579003	2	arctic mean
Larix	genus	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	NA	mm^2/mg	NA	0	arctic mean
Larix	genus	3106	Plant height vegetative	NA	m	NA	0	arctic mean
Larix	genus	26	Seed dry mass	NA	mg	NA	0	arctic mean
Larix	genus	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	arctic mean
Pinus	genus	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	125.8	mm^2	NA	1	arctic mean
Pinus	genus	14	Leaf nitrogen (N) content per leaf dry mass	9.479676906	mg/g	4.132213502	14	arctic mean
Pinus	genus	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	4.674741223	mm^2/mg	NA	1	arctic mean
Pinus	genus	3106	Plant height vegetative	10	m	NA	1	arctic mean
Pinus	genus	26	Seed dry mass	NA	mg	NA	0	arctic mean
Pinus	genus	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	arctic mean
Abies	genus	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	NA	mm^2	NA	0	arctic mean
Abies	genus	14	Leaf nitrogen (N) content per leaf dry mass	NA	mg/g	NA	0	arctic mean
Abies	genus	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	NA	mm^2/mg	NA	0	arctic mean
Abies	genus	3106	Plant height vegetative	NA	m	NA	0	arctic mean
Abies	genus	26	Seed dry mass	NA	mg	NA	0	arctic mean
Abies	genus	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	arctic mean
Betula	genus	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	119.2022727	mm^2	253.0685685	22	arctic mean
Betula	genus	14	Leaf nitrogen (N) content per leaf dry mass	22.19425724	mg/g	8.085836494	78	arctic mean
Betula	genus	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	12.25383902	mm^2/mg	1.28563001	23	arctic mean
Betula	genus	3106	Plant height vegetative	2.850071429	m	3.742025748	7	arctic mean
Betula	genus	26	Seed dry mass	NA	mg	NA	0	arctic mean
Betula	genus	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	arctic mean
Salix	genus	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	524.5100476	mm^2	563.4481236	21	arctic mean
Salix	genus	14	Leaf nitrogen (N) content per leaf dry mass	25.86703666	mg/g	7.379563248	197	arctic mean
Salix	genus	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	11.74639427	mm^2/mg	3.175655795	29	arctic mean
Salix	genus	3106	Plant height vegetative	0.246025	m	0.283744415	12	arctic mean
Salix	genus	26	Seed dry mass	0.163333333	mg	0.085049005	3	arctic mean
Salix	genus	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	arctic mean
Corylus	genus	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	NA	mm^2	NA	0	arctic mean
Corylus	genus	14	Leaf nitrogen (N) content per leaf dry mass	NA	mg/g	NA	0	arctic mean
Corylus	genus	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	NA	mm^2/mg	NA	0	arctic mean
Corylus	genus	3106	Plant height vegetative	NA	m	NA	0	arctic mean
Corylus	genus	26	Seed dry mass	NA	mg	NA	0	arctic mean
Corylus	genus	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	arctic mean
Calluna	genus	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	NA	mm^2	NA	0	arctic mean
Calluna	genus	14	Leaf nitrogen (N) content per leaf dry mass	NA	mg/g	NA	0	arctic mean
Calluna	genus	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	NA	mm^2/mg	NA	0	arctic mean
Calluna	genus	3106	Plant height vegetative	NA	m	NA	0	arctic mean
Calluna	genus	26	Seed dry mass	NA	mg	NA	0	arctic mean
Calluna	genus	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	arctic mean
Alchemilla	genus	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	NA	mm^2	NA	0	arctic mean
Alchemilla	genus	14	Leaf nitrogen (N) content per leaf dry mass	26.2	mg/g	NA	1	arctic mean
Alchemilla	genus	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	16.95	mm^2/mg	5.374011537	2	arctic mean
Alchemilla	genus	3106	Plant height vegetative	0.18822	m	0.155687803	5	arctic mean
Alchemilla	genus	26	Seed dry mass	0.33	mg	0.084852814	2	arctic mean
Alchemilla	genus	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	arctic mean
Fagus	genus	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	NA	mm^2	NA	0	arctic mean
Fagus	genus	14	Leaf nitrogen (N) content per leaf dry mass	NA	mg/g	NA	0	arctic mean
Fagus	genus	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	NA	mm^2/mg	NA	0	arctic mean
Fagus	genus	3106	Plant height vegetative	NA	m	NA	0	arctic mean
Fagus	genus	26	Seed dry mass	NA	mg	NA	0	arctic mean
Fagus	genus	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	arctic mean
Armeria	genus	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	NA	mm^2	NA	0	arctic mean
Armeria	genus	14	Leaf nitrogen (N) content per leaf dry mass	NA	mg/g	NA	0	arctic mean
Armeria	genus	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	NA	mm^2/mg	NA	0	arctic mean
Armeria	genus	3106	Plant height vegetative	NA	m	NA	0	arctic mean
Armeria	genus	26	Seed dry mass	NA	mg	NA	0	arctic mean
Armeria	genus	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	arctic mean
Huperzia	genus	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	NA	mm^2	NA	0	arctic mean
Huperzia	genus	14	Leaf nitrogen (N) content per leaf dry mass	11.26363636	mg/g	1.802926913	11	arctic mean
Huperzia	genus	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	NA	mm^2/mg	NA	0	arctic mean
Huperzia	genus	3106	Plant height vegetative	0.0944	m	NA	1	arctic mean
Huperzia	genus	26	Seed dry mass	1e-04	mg	NA	1	arctic mean
Huperzia	genus	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	arctic mean
Hymenophyllum	genus	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	NA	mm^2	NA	0	arctic mean
Hymenophyllum	genus	14	Leaf nitrogen (N) content per leaf dry mass	NA	mg/g	NA	0	arctic mean
Hymenophyllum	genus	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	NA	mm^2/mg	NA	0	arctic mean
Hymenophyllum	genus	3106	Plant height vegetative	NA	m	NA	0	arctic mean
Hymenophyllum	genus	26	Seed dry mass	NA	mg	NA	0	arctic mean
Hymenophyllum	genus	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	arctic mean
Cystopteris	genus	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	NA	mm^2	NA	0	arctic mean
Cystopteris	genus	14	Leaf nitrogen (N) content per leaf dry mass	NA	mg/g	NA	0	arctic mean
Cystopteris	genus	3116	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"	NA	mm^2/mg	NA	0	arctic mean
Cystopteris	genus	3106	Plant height vegetative	NA	m	NA	0	arctic mean
Cystopteris	genus	26	Seed dry mass	NA	mg	NA	0	arctic mean
Cystopteris	genus	4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	NA	g/cm^3	NA	0	arctic mean
Sphagnum	genus	3110	"Leaf area (in case of compound leaves: leaf, petiole included)"	NA	mm^2	NA	0	arctic mean
Sphagnum	genus	14	Leaf nitrogen (N) content per leaf dry mass	8.8	mg/g	NA	1	arctic mean
